id,nombre,nombre_generico_en,sinonimos,estado,candidato_codigo,candidato_nombre,score,candidatos
2257,Mercromina,Merbromin,,auto,D08AK04,Merbromina,0.9,"[{""codigo"":""D08AK04"",""nombre"":""Merbromina"",""score"":0.9}]"
2258,Mercuriotiolato,Thimerosal,,sin_candidato,,,,[]
2262,Mertiolato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
2270,Metaminodiazepoxido,Chlordiazepoxide,,sin_candidato,,,,[]
2272,Metamizol Magnesico,Magnesium Oxide,,sin_candidato,,,,[]
2273,Metamizol Magnesico Hexahidrato,Magnesium Oxide,,sin_candidato,,,,[]
2276,Metano,,,sin_candidato,,,,[]
2282,Metilandrostenolona,Methandrostenolone,,sin_candidato,,,,[]
2284,Metilcloroisotiazolinona,5-chloro-2-methyl-4-isothiazolin-3-one,,sin_candidato,,,,[]
2285,Metildibromo-glutaronitrilo,Methyldibromo Glutaronitrile,,sin_candidato,,,,[]
2288,Metilergobasina,Methylergonovine,,revisar,G02AB01,Metilergometrina,0.75,"[{""codigo"":""G02AB01"",""nombre"":""Metilergometrina"",""score"":0.75}]"
2291,Metilergonovina,Methylergonovine,,revisar,G02AB01,Metilergometrina,0.75,"[{""codigo"":""G02AB01"",""nombre"":""Metilergometrina"",""score"":0.75}]"
2297,Metilparaben,Methylparaben,,sin_candidato,,,,[]
2298,Metilpolisiloxano,,,sin_candidato,,,,[]
2302,Metimazol,Methimazole,,sin_candidato,,,,[]
2303,Metionil G-csf Recombinante Humano,,,sin_candidato,,,,[]
2315,Metoxaleno,Methoxsalen,,revisar,D05AD02,Metoxsaleno,0.909,"[{""codigo"":""D05AD02"",""nombre"":""Metoxsaleno"",""score"":0.909},{""codigo"":""D05BA02"",""nombre"":""Metoxsaleno"",""score"":0.909}]"
2317,Metoxi-polietilenglicol-epoetina Beta,Epoetin Beta,,auto,B03XA03,Metoxi propilenglicol epoetina beta,0.922,"[{""codigo"":""B03XA03"",""nombre"":""Metoxi propilenglicol epoetina beta"",""score"":0.922}]"
2318,Metoxisaleno,Methoxsalen,,revisar,D05AD02,Metoxsaleno,0.917,"[{""codigo"":""D05AD02"",""nombre"":""Metoxsaleno"",""score"":0.917},{""codigo"":""D05BA02"",""nombre"":""Metoxsaleno"",""score"":0.917},{""codigo"":""D05AD01"",""nombre"":""Trioxisaleno"",""score"":0.75}]"
2354,Mirtecaina,Myrtecaine,,sin_candidato,,,,[]
2355,Mirtecaina Laurilsulfato,Myrtecaine,,sin_candidato,,,,[]
2367,Molibdato (99mo) De Sodio,Sodium Ironedetate,,sin_candidato,,,,[]
2373,Monacolina K Lactona,Effer-k,,sin_candidato,,,,[]
2382,Moroctocog Alfa,"Antihemophilic Factor, Human Recombinant Residues 743-1636 Deleted",,revisar,B02BD14,Susoctocog alfa,0.85,"[{""codigo"":""B02BD14"",""nombre"":""Susoctocog alfa"",""score"":0.85}]"
2387,Mpdl3280a,,,sin_candidato,,,,[]
2390,Muramidasa,Muramidase,,sin_candidato,,,,[]
2391,Musgo De Encina,,,sin_candidato,,,,[]
2392,Myristica Fragans Fruto,Nutmeg Allergenic Extract,,sin_candidato,,,,[]
2401,Nafronil,Nafronyl,,sin_candidato,,,,[]
2402,Naftazolina,,,revisar,R01AA08,Nafazolina,0.909,"[{""codigo"":""R01AA08"",""nombre"":""Nafazolina"",""score"":0.909},{""codigo"":""R01AB02"",""nombre"":""Nafazolina"",""score"":0.909},{""codigo"":""S01GA01"",""nombre"":""Nafazolina"",""score"":0.909}]"
2405,Naftionato T,,,sin_candidato,,,,[]
2406,Naftizina,Naftifine,,revisar,D01AE22,Naftifina,0.889,"[{""codigo"":""D01AE22"",""nombre"":""Naftifina"",""score"":0.889},{""codigo"":""C05CX02"",""nombre"":""Naftazona"",""score"":0.778},{""codigo"":""C05CX92"",""nombre"":""Naftazona"",""score"":0.778}]"
2420,Naranja,,,sin_candidato,,,,[]
2421,Naranjo Flor,,,sin_candidato,,,,[]
2424,Narcotina,,,revisar,N07BA01,Nicotina,0.778,"[{""codigo"":""N07BA01"",""nombre"":""Nicotina"",""score"":0.778}]"
2427,Navelbina,Navelbine,,sin_candidato,,,,[]
2447,Netupitant,Netupitant,,sin_candidato,,,,[]
2448,Neumococo Antigeno Polisacarido Capsular,,,sin_candidato,,,,[]
2449,Neumococo Antigeno Polisacarido Capsular Serotipo 1,Streptococcus Pneumoniae Type 1 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2450,Neumococo Antigeno Polisacarido Capsular Serotipo 10a,Streptococcus Pneumoniae Type 10a Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2451,Neumococo Antigeno Polisacarido Capsular Serotipo 11a,Streptococcus Pneumoniae Type 11a Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2452,Neumococo Antigeno Polisacarido Capsular Serotipo 12f,Streptococcus Pneumoniae Type 12f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2453,Neumococo Antigeno Polisacarido Capsular Serotipo 14,Streptococcus Pneumoniae Type 14 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2454,Neumococo Antigeno Polisacarido Capsular Serotipo 15a,,,sin_candidato,,,,[]
2455,Neumococo Antigeno Polisacarido Capsular Serotipo 15b,Streptococcus Pneumoniae Type 15b Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2456,Neumococo Antigeno Polisacarido Capsular Serotipo 16f,,,sin_candidato,,,,[]
2457,Neumococo Antigeno Polisacarido Capsular Serotipo 17f,Streptococcus Pneumoniae Type 17f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2458,Neumococo Antigeno Polisacarido Capsular Serotipo 18c,Streptococcus Pneumoniae Type 18c Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2459,Neumococo Antigeno Polisacarido Capsular Serotipo 19a,Streptococcus Pneumoniae Type 19a Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2460,Neumococo Antigeno Polisacarido Capsular Serotipo 19f,Streptococcus Pneumoniae Type 19f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2461,Neumococo Antigeno Polisacarido Capsular Serotipo 2,Streptococcus Pneumoniae Type 2 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2462,Neumococo Antigeno Polisacarido Capsular Serotipo 20,Streptococcus Pneumoniae Type 20 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2463,Neumococo Antigeno Polisacarido Capsular Serotipo 20a,,,sin_candidato,,,,[]
2464,Neumococo Antigeno Polisacarido Capsular Serotipo 22f,Streptococcus Pneumoniae Type 22f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2465,Neumococo Antigeno Polisacarido Capsular Serotipo 23a,,,sin_candidato,,,,[]
2466,Neumococo Antigeno Polisacarido Capsular Serotipo 23b,,,sin_candidato,,,,[]
2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,Streptococcus Pneumoniae Type 23f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2468,Neumococo Antigeno Polisacarido Capsular Serotipo 24f,,,sin_candidato,,,,[]
2469,Neumococo Antigeno Polisacarido Capsular Serotipo 3,Streptococcus Pneumoniae Type 3 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2470,Neumococo Antigeno Polisacarido Capsular Serotipo 31,,,sin_candidato,,,,[]
2471,Neumococo Antigeno Polisacarido Capsular Serotipo 33f,Streptococcus Pneumoniae Type 33f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2472,Neumococo Antigeno Polisacarido Capsular Serotipo 35b,,,sin_candidato,,,,[]
2473,Neumococo Antigeno Polisacarido Capsular Serotipo 4,Streptococcus Pneumoniae Type 4 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2474,Neumococo Antigeno Polisacarido Capsular Serotipo 5,Streptococcus Pneumoniae Type 5 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2475,Neumococo Antigeno Polisacarido Capsular Serotipo 6a,,,sin_candidato,,,,[]
2476,Neumococo Antigeno Polisacarido Capsular Serotipo 6b,Streptococcus Pneumoniae Type 6b Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2477,Neumococo Antigeno Polisacarido Capsular Serotipo 7f,Streptococcus Pneumoniae Type 7f Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2478,Neumococo Antigeno Polisacarido Capsular Serotipo 8,Streptococcus Pneumoniae Type 8 Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2479,Neumococo Antigeno Polisacarido Capsular Serotipo 9n,Streptococcus Pneumoniae Type 9n Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2480,Neumococo Antigeno Polisacarido Capsular Serotipo 9v,Streptococcus Pneumoniae Type 9v Capsular Polysaccharide Antigen,,sin_candidato,,,,[]
2481,Neurotoxina De Clostridium Botulinum Tipo A 148.2 Kda,Clostridium Botulinum,,sin_candidato,,,,[]
2482,Neurotoxina De Clostridium Botulinum Tipo E 150 Kda,Clostridium Botulinum,,sin_candidato,,,,[]
2485,Niacina,Niacin,,sin_candidato,,,,[]
2486,Niacinamida,Niacinamide,,revisar,A11HA01,Nicotinamida,0.75,"[{""codigo"":""A11HA01"",""nombre"":""Nicotinamida"",""score"":0.75},{""codigo"":""J04AK01"",""nombre"":""Pirazinamida"",""score"":0.75}]"
2490,Nicotamida,Niacinamide,,revisar,B01AC03,Picotamida,0.9,"[{""codigo"":""B01AC03"",""nombre"":""Picotamida"",""score"":0.9},{""codigo"":""A03AC04"",""nombre"":""Nicofetamida"",""score"":0.833},{""codigo"":""A11HA01"",""nombre"":""Nicotinamida"",""score"":0.833}]"
2491,Nicotilamida,Niacinamide,,auto,A11HA01,Nicotinamida,0.917,"[{""codigo"":""A11HA01"",""nombre"":""Nicotinamida"",""score"":0.917},{""codigo"":""A03AC04"",""nombre"":""Nicofetamida"",""score"":0.75},{""codigo"":""B01AC03"",""nombre"":""Picotamida"",""score"":0.75}]"
2498,Niflumico Acido,Niflumic Acid,,revisar,M01AX02,Acido niflumico,1,"[{""codigo"":""M01AX02"",""nombre"":""Acido niflumico"",""score"":1},{""codigo"":""M02AA17"",""nombre"":""Acido niflumico"",""score"":1},{""codigo"":""A16AA05"",""nombre"":""Acido carglumico"",""score"":0.8}]"
2504,Nipagin,,,sin_candidato,,,,[]
2506,Niquel Sulfato,Chondroitin Sulfates,,sin_candidato,,,,[]
2507,Niquel Sulfato Hexahidrato,Chloride Hexahydrate,,sin_candidato,,,,[]
2519,Nitrofurazona,Nitrofurazone,,revisar,J01XE01,Nitrofurantoina,0.8,"[{""codigo"":""J01XE01"",""nombre"":""Nitrofurantoina"",""score"":0.8}]"
2523,Nitroso Acido,Nitroso-dl-citrulline,,revisar,N01AX13,Oxido nitroso,0.8,"[{""codigo"":""N01AX13"",""nombre"":""Oxido nitroso"",""score"":0.8},{""codigo"":""A09AB04"",""nombre"":""Acido citrico"",""score"":0.786}]"
2525,N-metil-d-glucamina,,,sin_candidato,,,,[]
2526,N-metilglucamina,,,sin_candidato,,,,[]
2527,N-n-dimetilbiguanida,,,sin_candidato,,,,[]
2531,Nonacog Beta Pegol,"Coagulation Factor Ix (recombinant), Glycopegylated",,sin_candidato,,,,[]
2532,Nonacog Gamma,,,sin_candidato,,,,[]
2533,Nonaetilenglicol Monododecil Eter,Triethanolamine Monododecyl Ether,,sin_candidato,,,,[]
2534,Nopoxamina,Myrtecaine,,revisar,C01CA14,Dopexamina,0.8,"[{""codigo"":""C01CA14"",""nombre"":""Dopexamina"",""score"":0.8}]"
2535,Noradrenalina,Noradrenaline Hydrochloride,,sin_candidato,,,,[]
2536,Noramidopirina Metanosulfonico Acido,Iocetamic Acid,,sin_candidato,,,,[]
2542,Noretindrona,Norethindrone,,revisar,A14AA09,Noretandrolona,0.786,"[{""codigo"":""A14AA09"",""nombre"":""Noretandrolona"",""score"":0.786},{""codigo"":""G03AC01"",""nombre"":""Noretisterona"",""score"":0.769},{""codigo"":""G03DC02"",""nombre"":""Noretisterona"",""score"":0.769}]"
2551,Novaminsulfona,,,sin_candidato,,,,[]
2552,Novocaina,,,sin_candidato,,,,[]
2553,Nuez Moscada,Rosa Moschata Oil,,sin_candidato,,,,[]
2554,O-acetoxibenzoico,Padimate-o,,sin_candidato,,,,[]
2556,Occitocina,,,revisar,H01BB02,Oxitocina,0.8,"[{""codigo"":""H01BB02"",""nombre"":""Oxitocina"",""score"":0.8}]"
2559,Octafluoropropano,Perflutren,,sin_candidato,,,,[]
2568,O-hidroxibenzamida,Padimate-o,,sin_candidato,,,,[]
2571,Olea Europea,Olea Europaea Leaf Extract,,sin_candidato,,,,[]
2572,Olezarsen,Olezarsen,,sin_candidato,,,,[]
2590,Opuntia Ficus Indica,Opuntia Ficus-indica Extract,,sin_candidato,,,,[]
2591,Oregano,Oregano Allergenic Extract,,sin_candidato,,,,[]
2592,Oregano Tintura,,,sin_candidato,,,,[]
2593,Origanum,Origanum Oil,,sin_candidato,,,,[]
2594,Origanum Majorana,Origanum Majorana Extract,,sin_candidato,,,,[]
2595,Origanum Vulgare,,,sin_candidato,,,,[]
2600,Ornitina Hidrocloruro,Ornithine,,sin_candidato,,,,[]
2601,Orthosiphon Stamineus  Benth  Hoja,Clerodendranthus Spicatus Leaf Extract,,sin_candidato,,,,[]
2607,Oteracilo,,,sin_candidato,,,,[]
2608,Oteracilo Potasico,,,sin_candidato,,,,[]
2611,Oxibato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
2612,Oxibico Acido,Iocetamic Acid,,revisar,J01MB05,Acido oxolinico,0.833,"[{""codigo"":""J01MB05"",""nombre"":""Acido oxolinico"",""score"":0.833},{""codigo"":""V08AA06"",""nombre"":""Acido ioglicico"",""score"":0.778},{""codigo"":""V08AB03"",""nombre"":""Acido ioxaglico"",""score"":0.778}]"
2620,Oxidronato Sodio,Oxidronate,,revisar,A02AH91,Sodio bicarbonato,0.773,"[{""codigo"":""A02AH91"",""nombre"":""Sodio bicarbonato"",""score"":0.773}]"
2621,Oxidronico Acido,Oxidronic Acid,,revisar,M05BA01,Acido etidronico,0.9,"[{""codigo"":""M05BA01"",""nombre"":""Acido etidronico"",""score"":0.9},{""codigo"":""M05BA03"",""nombre"":""Acido pamidronico"",""score"":0.864},{""codigo"":""M05BA08"",""nombre"":""Acido zoledronico"",""score"":0.864}]"
2625,Oxipolietoxidodecano,,,sin_candidato,,,,[]
2629,Oxoprolina,,,revisar,M01AE12,Oxaprozina,0.8,"[{""codigo"":""M01AE12"",""nombre"":""Oxaprozina"",""score"":0.8}]"
2630,Oxpentilfilina,,,revisar,C04AD01,Pentifilina,0.786,"[{""codigo"":""C04AD01"",""nombre"":""Pentifilina"",""score"":0.786}]"
2644,Pamidronico Acido,Pamidronic Acid,,auto,M05BA03,Acido pamidronico,1,"[{""codigo"":""M05BA03"",""nombre"":""Acido pamidronico"",""score"":1},{""codigo"":""M05BA01"",""nombre"":""Acido etidronico"",""score"":0.864},{""codigo"":""M05BA02"",""nombre"":""Acido clodronico"",""score"":0.818}]"
2645,P-amino Benzoato De 2-(dietilamino)etilo,Procainamide,,sin_candidato,,,,[]
2646,P-aminobencensulfonamida,,,sin_candidato,,,,[]
2647,P-aminobenzoato De Etilo,Ethyl Loflazepate,,sin_candidato,,,,[]
2649,Panax Ginseng,Korean Ginseng Preparation,,sin_candidato,,,,[]
2650,Pancreatina,Pancreatin,,sin_candidato,,,,[]
2651,Pancrin,,,sin_candidato,,,,[]
2652,P-anilinsulfonamida,,,sin_candidato,,,,[]
2659,Pantotenato Calcio,Calcium,,sin_candidato,,,,[]
2660,Pantotenato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
2661,Pantotenico Acido,Pantothenic Acid,,revisar,D11AX02,Acido gamolenico,0.818,"[{""codigo"":""D11AX02"",""nombre"":""Acido gamolenico"",""score"":0.818},{""codigo"":""V08CA02"",""nombre"":""Acido gadoterico"",""score"":0.818},{""codigo"":""V08CA08"",""nombre"":""Acido gadobenico"",""score"":0.818}]"
2662,Pantotenol,Panthenol,,sin_candidato,,,,[]
2665,Parafenilendiamina,4-phenylenediamine,,sin_candidato,,,,[]
2666,Parafenilendiamina Difenil,4-phenylenediamine,,sin_candidato,,,,[]
2667,Parafenilendiamina Isopropilfenil,4-phenylenediamine,,sin_candidato,,,,[]
2670,Parathormona,Parathyroid Hormone,,sin_candidato,,,,[]
2675,Parotina,,,revisar,N06AB05,Paroxetina,0.8,"[{""codigo"":""N06AB05"",""nombre"":""Paroxetina"",""score"":0.8}]"
2680,Parpona,,,sin_candidato,,,,[]
2681,Partenolida,Parthenolide,,sin_candidato,,,,[]
2684,Passiflora Incarnata,Passiflora Incarnata Flowering Top Extract,,sin_candidato,,,,[]
2685,Passiflora Incarnata Exto Seco,Passiflora Incarnata Flowering Top Extract,,sin_candidato,,,,[]
2686,Passiflora Incarnata Parte Aerea Extracto Seco,Passiflora Incarnata Flowering Top Extract,,sin_candidato,,,,[]
2687,Passiflora Incarnata Sumidad,Passiflora Incarnata Flowering Top Extract,,sin_candidato,,,,[]
2688,Passiflora Incarnata Tintura Madre,Passiflora Incarnata Flowering Top Extract,,sin_candidato,,,,[]
2690,Patiromer Sorbitex Calcio,Patiromer Sorbitex Calcium,,sin_candidato,,,,[]
2691,Patiromero Calcio,Patiromer,,auto,V03AE09,Patiromero calcico,0.929,"[{""codigo"":""V03AE09"",""nombre"":""Patiromero calcico"",""score"":0.929}]"
2704,Pegvisomant,Pegvisomant,,auto,H01AX01,Pegvisomat,0.909,"[{""codigo"":""H01AX01"",""nombre"":""Pegvisomat"",""score"":0.909}]"
2706,Pelargonium Sidoides,,,sin_candidato,,,,[]
2707,Pelargonium Sidoides Extracto Liquido De Raiz,,,sin_candidato,,,,[]
2708,Pelargonium Sidoides Extracto Seco Raiz,,,sin_candidato,,,,[]
2716,Penicilina G,Penicillin G,,sin_candidato,,,,[]
2717,Penicilina V,Penicillin V,,sin_candidato,,,,[]
2718,Penicilina-benetamina,,,revisar,J01CE09,Penicilina procaina,0.75,"[{""codigo"":""J01CE09"",""nombre"":""Penicilina procaina"",""score"":0.75}]"
2721,Pentamidina Isetionato,Pentamidine,,sin_candidato,,,,[]
2722,Pentetato Calcio Trisodio,Pentetate Zinc Trisodium,,sin_candidato,,,,[]
2723,Pentetico Acido,Iocetamic Acid,,revisar,V08CA01,Acido gadopentetico,0.846,"[{""codigo"":""V08CA01"",""nombre"":""Acido gadopentetico"",""score"":0.846},{""codigo"":""B05CA06"",""nombre"":""Acido mandelico"",""score"":0.778},{""codigo"":""G01AD02"",""nombre"":""Acido acetico"",""score"":0.778}]"
2725,Pentosan Polisulfato Acido,Pentosan Polysulfate,,sin_candidato,,,,[]
2726,Pentosano Polisulfato Sodio,Pentosan Polysulfate,,sin_candidato,,,,[]
2734,Perbinafina,Terbinafine,,revisar,D01AE15,Terbinafina,0.909,"[{""codigo"":""D01AE15"",""nombre"":""Terbinafina"",""score"":0.909},{""codigo"":""D01BA02"",""nombre"":""Terbinafina"",""score"":0.909}]"
2744,Pertecnetato 99mtc  Sodio,Sodium Bicarbonate,,sin_candidato,,,,[]
2745,"Pertecnetato (99mtc) De Sodio Obtenido Por Fision, Disolucion Inyectable De",Sodium Ironedetate,,sin_candidato,,,,[]
2749,Petrolato,Petrolatum,,sin_candidato,,,,[]
2750,Peumus Boldus  M. Extracto Seco,Peumus Boldus Leaf Extract,,sin_candidato,,,,[]
2751,Peumus Boldus M. Hoja,Peumus Boldus Leaf Extract,,sin_candidato,,,,[]
2752,Pez Griega,,,sin_candidato,,,,[]
2754,P-hidroxibenzoato De Butilo,4-hydroxybenzoic Acid,,sin_candidato,,,,[]
2756,P-hidroxibenzoato De Metilo,Methyl 5-aminolevulinate,,sin_candidato,,,,[]
2757,P-hidroxibenzoato De Propilo,4-hydroxybenzoic Acid,,sin_candidato,,,,[]
2758,Phleum Pratense Extracto De Polen,Timothy Grass Pollen Extract,,sin_candidato,,,,[]
2760,Picosulfato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
2761,Picosulfurico Acido,Picosulfuric Acid,,sin_candidato,,,,[]
2762,Pidolato Calcio,Calcium,,auto,A12AA91,Calcio pidolato,1,"[{""codigo"":""A12AA91"",""nombre"":""Calcio pidolato"",""score"":1}]"
2764,Pidolato Magnesio,Magnesium,,sin_candidato,,,,[]
2765,Pidolico Acido,Iocetamic Acid,,revisar,M05BA03,Acido pamidronico,0.818,"[{""codigo"":""M05BA03"",""nombre"":""Acido pamidronico"",""score"":0.818},{""codigo"":""A05AA03"",""nombre"":""Acido colico"",""score"":0.813},{""codigo"":""B03BB01"",""nombre"":""Acido folico"",""score"":0.813}]"
2770,Pimpinella Anisum,Pimpinella Anisum Extract,,sin_candidato,,,,[]
2771,Pimpinella Anisum Frutos,Pimpinella Anisum Extract,,sin_candidato,,,,[]
2780,Piperaquina Tetrafosfato Tetrahidrato,,,sin_candidato,,,,[]
2782,Piranisamina,Pyrilamine,,revisar,C01DX02,Prenilamina,0.75,"[{""codigo"":""C01DX02"",""nombre"":""Prenilamina"",""score"":0.75},{""codigo"":""J04AK01"",""nombre"":""Pirazinamida"",""score"":0.75}]"
2790,Piridoxina Alfa-cetoglutarato,Alglucosidase Alfa,,sin_candidato,,,,[]
2791,Piridoxina Hidrocloruro,Pyridoxine,,sin_candidato,,,,[]
2792,Pirilamina,Pyrilamine,,revisar,M01CC01,Penicilamina,0.75,"[{""codigo"":""M01CC01"",""nombre"":""Penicilamina"",""score"":0.75},{""codigo"":""P01BD01"",""nombre"":""Pirimetamina"",""score"":0.75}]"
2797,Piritiona Zincica,,,auto,D11AX12,Piritiona cincica,0.929,"[{""codigo"":""D11AX12"",""nombre"":""Piritiona cincica"",""score"":0.929}]"
2799,Pistocaina,,,sin_candidato,,,,[]
2808,Pizotilina,Pizotyline,,sin_candidato,,,,[]
2809,Plantago Lanceolata L.,English Plantain Pollen Extract,,sin_candidato,,,,[]
2810,Plantago Lanceolata L. Extracto Liquido Hojas,English Plantain Pollen Extract,,sin_candidato,,,,[]
2811,Plantago Lanceolata L. Extracto Seco,English Plantain Pollen Extract,,sin_candidato,,,,[]
2812,Plantago Ovata Forskk.,Plantago Ovata Seed Extract,,sin_candidato,,,,[]
2814,Plantago Ovata Forskk. Semilla,Plantago Ovata Seed Extract,,sin_candidato,,,,[]
2815,Plantago Ovata Forskk. Semilla Cuticula,Plantago Ovata Seed Extract,,sin_candidato,,,,[]
2816,Plantago Psyllium  L,Psyllium,,sin_candidato,,,,[]
2817,Plasminogeno Activador Tisular,Plasminogen,,sin_candidato,,,,[]
2821,Plozasiran,Plozasiran,,sin_candidato,,,,[]
2824,Polen Graminea Extracto Alergenico,,,sin_candidato,,,,[]
2825,Polidimetilsiloxano,,,sin_candidato,,,,[]
2827,Poliestirenosulfonato,,,sin_candidato,,,,[]
2828,Poliestirenosulfonato Calcio,Calcium,,sin_candidato,,,,[]
2829,Poliestirenosulfonato Sodio,Ganciclovir Sodium,,sin_candidato,,,,[]
2831,Polimaltosa Hierro,Iron,,revisar,B03AC92,Hierro carboximaltosa,0.821,"[{""codigo"":""B03AC92"",""nombre"":""Hierro carboximaltosa"",""score"":0.821}]"
2834,Poliovirus Inactivado Tipo 1 (mahoney) Producido En Celulas Vero,"Poliovirus Vaccine Inactivated, Type 1 (mahoney)",,sin_candidato,,,,[]
2835,Poliovirus Inactivado Tipo 2 (mef-1) Producido En Celulas Vero,"Poliovirus Vaccine Inactivated, Type 2 (mef-1)",,sin_candidato,,,,[]
2836,Poliovirus Inactivado Tipo 3  (saukett Producido En Celulas Vero,"Poliovirus Vaccine Inactivated, Type 3 (saukett)",,sin_candidato,,,,[]
2837,Polisacarido Capsular Haemophillus Influenzae Tipo B (prp),,,sin_candidato,,,,[]
2838,Polividona,Povidone,,sin_candidato,,,,[]
2839,Polivinil Pirrolidona,2-pyrrolidone,,sin_candidato,,,,[]
2840,Polixilano Sulfonico,,,sin_candidato,,,,[]
2841,Polypodium Leucotomos Extracto,Polypodium Leucotomos,,sin_candidato,,,,[]
2846,Potasio Bicarbonato,,,revisar,A12BA92,Potasio ascorbato,0.773,"[{""codigo"":""A12BA92"",""nombre"":""Potasio ascorbato"",""score"":0.773}]"
2847,Potasio Clorato,Potassium,,revisar,A12BA92,Potasio ascorbato,0.778,"[{""codigo"":""A12BA92"",""nombre"":""Potasio ascorbato"",""score"":0.778}]"
2848,Potasio Cloruro Anhidro,Potassium,,revisar,A12BA01,Cloruro de potasio,0.762,"[{""codigo"":""A12BA01"",""nombre"":""Cloruro de potasio"",""score"":0.762},{""codigo"":""B05XA01"",""nombre"":""Cloruro de potasio"",""score"":0.762}]"
2849,Potasio Dicromato,Dichromate Ion,,sin_candidato,,,,[]
2850,Potasio Dihidrogenofosfato,Potassium,,sin_candidato,,,,[]
2851,Potasio Fosfato,Potassium,,sin_candidato,,,,[]
2852,Potasio Hidrogenofosfato,Potassium,,sin_candidato,,,,[]
2855,Potasio Sulfoguayacolato,Potassium,,sin_candidato,,,,[]
2858,P-oxibenzoato De Metilo,Methyl 5-aminolevulinate,,sin_candidato,,,,[]
2859,"P,p-sulfodianilina",,,sin_candidato,,,,[]
2885,Primula,Primula Veris Extract,,sin_candidato,,,,[]
2894,Proconvertina,Factor Vii,,sin_candidato,,,,[]
2898,Prolina,Proline,,revisar,C05AD05,Procaina,0.75,"[{""codigo"":""C05AD05"",""nombre"":""Procaina"",""score"":0.75},{""codigo"":""N01BA02"",""nombre"":""Procaina"",""score"":0.75},{""codigo"":""N06BA05"",""nombre"":""Pemolina"",""score"":0.75}]"
2903,Propanocaina,Proparacaine,,revisar,A03AB05,Propantelina,0.75,"[{""codigo"":""A03AB05"",""nombre"":""Propantelina"",""score"":0.75},{""codigo"":""C05AD07"",""nombre"":""Pramocaina"",""score"":0.75},{""codigo"":""D04AB07"",""nombre"":""Pramocaina"",""score"":0.75}]"
2904,Propanocaina Hidrocloruro,Proparacaine,,sin_candidato,,,,[]
2906,Propanotriol,"1,2,3-propanetriol, 2-(4-aminobenzoate)",,sin_candidato,,,,[]
2909,Propilparaben,Propylparaben,,sin_candidato,,,,[]
2914,Prostaglandina E2,Dinoprostone,,sin_candidato,,,,[]
2922,Proteina De La Espicula Del Sars-cov-2 (omicron Jn.1),,,sin_candidato,,,,[]
2924,Proteina Plasmatica Humana,"Alpha 1-proteinase Inhibitor, Human Injection [glassia]",,revisar,B01AX91,Proteina C humana,0.767,"[{""codigo"":""B01AX91"",""nombre"":""Proteina C humana"",""score"":0.767}]"
2925,Proteina Recombinante De Fusion Fhbp De Neisseria Meningitidis Del Grupo B,Neisseria Meningitidis Serogroup B Recombinant Fhbp Fusion Protein Antigen,,sin_candidato,,,,[]
2926,Proteina Recombinante De Fusion Nhba De Neisseria Meningitidis Del Grupo B,Neisseria Meningitidis Serogroup B Recombinant Nhba Fusion Protein Antigen,,sin_candidato,,,,[]
2927,Proteina Recombinante Nada De Neisseria Meningitidis Del Grupo B,Neisseria Meningitidis Serogroup B Recombinant Nada Fusion Protein Antigen,,sin_candidato,,,,[]
2928,Proteina S,Protein S,,sin_candidato,,,,[]
2930,Proteinas Plasmaticas,,,sin_candidato,,,,[]
2931,Proteinsuccinilato Hierro,Iron,,sin_candidato,,,,[]
2936,Prunus Africana Exto,,,sin_candidato,,,,[]
2937,Prunus Amygdalus,Almond Oil,,sin_candidato,,,,[]
